,fold_0_train,fold_0_val,fold_0_test,fold_1_train,fold_1_val,fold_1_test,fold_2_train,fold_2_val,fold_2_test,fold_3_train,fold_3_val,fold_3_test,fold_4_train,fold_4_val,fold_4_test
8049,1.8.20.735136.81.9.4.8.38960002896.6532074304015.3,-1,-1,0.4.28.268352.04.5.7.4.979044251134212.7957846543474.6,-1,-1,2.8.24.882730.30.2.6.7.28946152608.4837682578555.4,-1,-1,7.8.57.934371.33.8.7.8.01397723537.7267746394929.8,-1,-1,4.1.31.579450.75.2.2.8.832722512848924.0627138832836.6,-1,-1
8050,8.1.97.240987.43.2.1.0.24775361702.4171298113423.5,-1,-1,7.0.31.925295.30.8.2.1.086175070283447.4416060742930.8,-1,-1,9.2.56.688327.16.5.4.0.32945012156.2635458559615.6,-1,-1,6.6.68.342396.71.9.3.9.90053345862.1418211724600.3,-1,-1,8.5.95.135762.06.4.6.7.05739434555.5260573155427.5,-1,-1
8051,5.0.622.046376.0.936.2.3204698972.8620310979.035546,-1,-1,7.0.577.709170.2.244.6.2055423149.5457368923.716705,-1,-1,9.6.15.437308.02.1.0.4.948050371917815.1239958361399.4,-1,-1,7.7.80.149594.98.5.2.0.693369401659199.8584719507695.9,-1,-1,4.2.09.113015.26.1.0.8.078119194384219.7769131717259.5,-1,-1
8052,3.5.386.641512.0.013.6.2499383893.8976784347.252099,-1,-1,6.3.40.138700.78.6.2.0.61573921893.9923623609015.4,-1,-1,3.2.82.495690.83.9.7.6.216073277802542.6955965425829.9,-1,-1,8.6.61.796681.66.3.3.7.835304312754189.8450471845665.4,-1,-1,2.1.270.665691.3.172.8.6190017023.6808008172.577737,-1,-1
8053,8.0.563.985613.4.683.6.7606043267.9891768285.831296,-1,-1,3.2.038.936906.7.637.0.6618799804.3315000973.968747,-1,-1,4.8.14.781243.46.0.9.2.14994742477.9269305606819.2,-1,-1,8.2.015.161008.8.744.8.4953341243.9739841146.943394,-1,-1,6.8.97.909784.64.5.8.6.91793640070.8817937572585.5,-1,-1
8054,6.1.011.222350.0.925.6.4377253992.4879791818.815808,-1,-1,0.9.16.412270.69.3.4.5.46357985104.2695633823039.3,-1,-1,3.8.488.017391.8.467.2.7793360721.9524070243.910905,-1,-1,1.5.62.048244.80.7.7.5.69854799128.5457849712388.6,-1,-1,3.1.714.193072.1.892.8.7998400508.5186062805.263870,-1,-1
8055,6.3.891.132215.7.516.9.2842882141.6383048914.243638,-1,-1,8.7.19.748755.50.4.5.6.18124900629.3383752786519.8,-1,-1,2.4.811.749564.3.364.2.2287922439.2887674291.897887,-1,-1,4.9.27.859387.67.8.8.2.723612011739226.8767906967117.2,-1,-1,6.1.60.028986.77.8.5.4.65338044766.2839989526388.1,-1,-1
8056,6.8.372.834104.8.993.2.5826083516.3992074109.85313,-1,-1,2.6.92.592069.64.3.0.3.25469456241.3707419286238.3,-1,-1,7.2.16.845595.97.9.1.2.832239403037206.9213099897743.1,-1,-1,9.8.35.269114.34.9.4.8.92421503268.4658066105053.4,-1,-1,8.7.23.404156.18.2.3.3.37638807296.8458665303707.0,-1,-1
8057,9.3.79.934853.03.8.3.8.143538337200832.5928197728029.8,-1,-1,1.2.84.408923.30.5.3.1.98664625056828.5535604892146.5,-1,-1,9.9.48.541038.84.1.2.2.371589598983323.0290090154032.8,-1,-1,4.0.31.181939.31.4.8.9.16757213034.3874478161399.0,-1,-1,9.1.41.902348.14.6.0.8.694617639575672.9602357340611.5,-1,-1
8058,3.7.35.872630.80.2.8.9.28899159199.3626677546611.9,-1,-1,3.6.55.390442.46.1.9.5.308788552812519.2439856303484.3,-1,-1,0.4.73.806614.80.7.4.6.23144663014.8404743381466.2,-1,-1,1.4.45.113444.80.0.7.6.445681132247089.0281497243460.4,-1,-1,0.0.75.573554.47.9.6.1.40730068897.2745711804845.3,-1,-1
8059,5.5.22.202975.40.9.2.5.12184525461.3290772612360.2,-1,-1,7.2.43.201009.98.7.4.3.282672897053607.7082307519066.7,-1,-1,9.2.39.148306.98.2.3.0.99260128060.4555170895364.0,-1,-1,3.1.731.623797.9.499.4.7281908939.7558714953.874653,-1,-1,5.2.31.380356.83.4.5.9.11207832730.3342573792211.8,-1,-1
8060,5.6.78.611305.84.6.3.7.707128218912770.7314463117890.9,-1,-1,7.7.770.644329.0.380.5.3020509422.5640965621.757791,-1,-1,1.2.70.488270.50.6.2.8.30926761748.7932872968962.0,-1,-1,3.6.90.977996.11.4.5.5.04145432649.4807783896729.9,-1,-1,4.6.05.462530.34.1.5.5.549877997851686.8522097354170.8,-1,-1
8061,7.2.09.295621.64.3.6.0.662278567195563.7322561556309.7,-1,-1,5.9.18.372856.39.0.0.4.04365374042.8564669447639.9,-1,-1,5.6.041.286888.6.383.7.6366645925.6700852501.144390,-1,-1,6.8.162.121113.1.353.9.7914438049.7818373617.748635,-1,-1,1.0.90.494249.65.5.4.4.687831734675837.2035713540521.7,-1,-1
8062,8.6.62.573462.67.5.0.7.52237217995.4333341983079.2,-1,-1,1.1.14.250317.81.1.9.0.121888290671162.6285783279533.2,-1,-1,4.8.293.538122.8.155.2.3903482644.5803650576.421881,-1,-1,3.7.858.913319.7.238.6.3849532492.7356867340.497156,-1,-1,2.0.69.568498.58.9.9.8.15791430030.8539812249017.1,-1,-1
8063,1.4.14.656365.74.7.2.8.633745003635967.0405647846680.5,-1,-1,5.9.488.345584.2.351.3.3843173474.8242908648.039303,-1,-1,1.0.52.234515.71.1.0.6.69772078789.1050671014224.9,-1,-1,1.1.74.667045.67.7.7.8.38154983183.0564309055284.6,-1,-1,6.9.872.385235.4.980.3.0090178068.0040330145.04715,-1,-1
8064,8.3.60.340510.65.3.4.7.42244766103.5952816534598.7,-1,-1,2.3.65.036312.99.0.1.1.472440049796824.4102525510781.6,-1,-1,5.5.71.952471.19.5.4.1.884092687407769.3592329002334.5,-1,-1,6.6.85.627333.78.5.1.7.49119179819.6766189101441.8,-1,-1,9.6.06.552592.52.6.1.5.574463019889998.2670343762714.8,-1,-1
8065,4.2.078.668208.1.785.4.7061767516.0452680751.471119,-1,-1,3.5.980.781964.0.166.7.5043610869.4338826108.308458,-1,-1,8.8.44.048922.32.8.4.3.34309095910.9581167710344.2,-1,-1,9.9.08.318399.64.3.7.3.60699489006.4629038087980.5,-1,-1,8.4.27.679074.79.2.5.0.542352129669649.9397749400346.7,-1,-1
8066,1.3.86.205403.26.2.6.3.93940413412.3623176485528.7,-1,-1,5.3.21.159181.98.8.7.3.30485489402670.4123372502051.5,-1,-1,9.4.54.825951.58.1.8.5.76288004415.5231597468321.2,-1,-1,6.1.54.561470.88.2.4.4.13196815259.1349109674741.6,-1,-1,6.6.39.057184.88.7.4.1.18652662280.0966250411869.4,-1,-1
8067,4.1.15.471602.82.9.6.2.33196147864.7391531986157.8,-1,-1,5.8.200.728601.5.708.2.2276642352.9331522497.429046,-1,-1,7.6.304.425668.2.583.9.2085643812.5929986993.84863,-1,-1,2.7.48.449557.23.7.3.6.01422275307.4437999242921.8,-1,-1,1.5.415.442707.0.546.4.3820540813.5763853548.078651,-1,-1
8068,6.8.070.241573.1.576.0.8730141573.1035318198.298744,-1,-1,4.2.422.522429.5.527.0.6111215535.8678739008.067568,-1,-1,4.3.90.755992.06.6.6.2.002416040705592.0867830008537.0,-1,-1,9.3.97.271669.57.5.1.6.484424710433298.1559878677230.7,-1,-1,7.3.10.746818.07.5.5.3.55576096570.8445320028937.2,-1,-1
8069,5.1.62.555901.66.6.8.4.26944443215.4253404284656.6,-1,-1,4.4.34.726450.58.9.9.1.51006451426301.7609106573717.0,-1,-1,4.4.421.418052.7.509.2.6032830753.6484989330.765180,-1,-1,2.2.03.749051.50.9.9.1.33427375652.4721794649554.2,-1,-1,0.3.33.163179.87.6.6.3.831135664890043.4558143603407.5,-1,-1
8070,3.1.223.841724.6.911.7.0497561510.3642084085.732751,-1,-1,4.2.506.094730.0.829.4.2572753632.3372941750.535099,-1,-1,4.7.996.110396.1.377.4.0351073316.3189367586.641058,-1,-1,3.0.15.824330.81.0.7.7.21128548028.2689336587950.6,-1,-1,8.4.512.145993.0.906.9.1495010107.5412812462.159161,-1,-1
8071,4.2.38.827088.19.6.1.9.85237794193.1564381785251.5,-1,-1,2.9.11.703409.12.7.2.3.43113249201.3185331137900.4,-1,-1,1.5.049.434246.7.765.1.6454511635.2829273475.661383,-1,-1,2.6.482.106678.0.781.3.3336141780.5840886651.537262,-1,-1,9.3.84.555182.51.5.3.2.18103740379.1587337598836.0,-1,-1
8072,7.6.729.630201.0.127.4.5561088003.7732091872.255075,-1,-1,8.9.33.636025.88.6.5.5.23748806555.4127838243768.6,-1,-1,5.8.14.843077.07.3.6.5.19238676530.1396527014917.6,-1,-1,7.5.107.045986.0.759.8.4632806985.8688279421.430036,-1,-1,3.1.81.789968.93.3.5.7.06624720817.2349688002200.5,-1,-1
8073,0.1.087.187989.5.429.0.3053685015.8401700818.783656,-1,-1,0.3.83.235136.97.1.7.3.145146852094446.9151545349585.3,-1,-1,1.5.373.222811.3.348.7.1083815767.2624683446.18846,-1,-1,9.4.40.339351.52.1.2.7.053088954353627.5883309232820.8,-1,-1,4.2.49.435879.03.0.3.9.49861574837.1648563233024.5,-1,-1
8074,7.0.52.945610.48.4.7.7.97387630018.3475773926677.0,-1,-1,3.3.331.016918.7.525.6.7300066097.8294300765.517564,-1,-1,1.7.47.612108.90.4.2.9.42567585566.9440475506667.3,-1,-1,4.5.09.316152.25.9.7.4.44683453510.5320786448880.4,-1,-1,8.5.71.832066.48.5.2.2.569995952393776.2521758643914.8,-1,-1
8075,6.9.433.495905.2.555.7.1541320869.0503501960.080018,-1,-1,8.0.05.993384.27.4.1.4.191030118058143.7531405426784.7,-1,-1,4.5.851.941536.7.415.2.9434566694.0515196654.884922,-1,-1,5.3.56.216120.72.7.7.1.14867395038.4840986980420.2,-1,-1,5.5.43.865954.45.2.5.6.46244033476720.6959271202494.0,-1,-1
8076,2.7.709.184130.8.343.0.0154938358.1338908588.244070,-1,-1,4.7.10.885017.95.9.5.6.21999591627.3823714255086.0,-1,-1,5.3.863.221858.4.134.9.0560742727.2685844738.23228,-1,-1,1.4.51.309549.34.8.8.4.510009267846635.8337919522334.1,-1,-1,3.7.671.354893.1.486.5.8005942436.1862993322.996557,-1,-1
8077,5.4.88.498598.68.8.1.8.57458639353.2871929965893.7,-1,-1,3.8.48.522619.64.8.3.2.79568884501.4723852952847.9,-1,-1,4.5.730.311842.0.637.5.1466033374.2253396534.198523,-1,-1,4.5.867.544218.5.299.4.8315004326.9172697557.416364,-1,-1,8.3.63.621502.23.2.4.2.86199899347545.3373969242029.6,-1,-1
8078,6.5.17.242783.80.2.3.4.45956762642.3310088244660.4,-1,-1,5.0.69.248866.00.0.5.5.58601841255.3419660403211.6,-1,-1,0.9.23.513091.27.9.7.9.70161230912.8578453484651.0,-1,-1,7.2.29.529380.56.7.5.1.549777104708962.9536143321240.3,-1,-1,7.7.78.419356.61.8.4.2.785237434631700.0871814125137.8,-1,-1
8079,1.1.416.542431.5.208.8.2339711037.5212975967.46506,-1,-1,4.6.86.080025.77.2.2.6.25553128599.1924013081831.4,-1,-1,1.8.76.463996.60.3.6.6.41067005210.0617689821630.0,-1,-1,8.5.03.107924.96.7.6.5.196986528621110.7742158949902.0,-1,-1,1.2.009.323401.1.785.3.7896589550.0661824011.17500,-1,-1
8080,3.3.294.744344.6.869.5.1459046470.6342002913.587994,-1,-1,1.8.20.735136.81.9.4.8.38960002896.6532074304015.3,-1,-1,3.3.434.922356.0.673.6.0457197829.4663785705.608177,-1,-1,4.8.94.987021.19.0.6.5.75489169965590.5726218789193.7,-1,-1,5.3.54.777474.17.9.7.5.02911309579.6096831117410.1,-1,-1
8081,1.8.31.770616.36.4.5.5.910577378780133.1613094728266.5,-1,-1,4.8.88.027680.72.0.4.5.26356766724.0492844762894.3,-1,-1,0.7.36.743738.14.8.4.8.441965304839467.7030349858413.5,-1,-1,8.7.633.764761.3.297.6.0289668498.9214955070.156967,-1,-1,4.4.45.903055.01.1.5.0.75280684875594.1522042276664.9,-1,-1
8082,6.5.14.923171.32.7.6.2.02624352289.2414628376973.7,-1,-1,1.1.166.765873.7.669.8.5286281944.8055802029.720533,-1,-1,2.2.067.452973.4.877.8.4683184500.9284140500.983305,-1,-1,8.0.28.172905.60.7.7.6.57124679696.2565799367867.3,-1,-1,5.5.080.097865.2.224.7.2729586170.0898402656.967181,-1,-1
8083,0.8.75.680094.63.5.5.8.219337603165904.9436626291116.1,-1,-1,9.7.16.669748.89.6.1.4.57148581925.1728223024153.5,-1,-1,4.7.387.214547.3.674.5.5029449630.9136317070.042117,-1,-1,8.4.34.244573.66.5.8.5.66421064887101.6890377885698.4,-1,-1,5.5.35.588182.50.5.4.9.71079080922.9022279236657.6,-1,-1
8084,2.9.82.951537.24.2.7.7.955983210078039.2105904877399.1,-1,-1,0.4.21.812308.91.299418228565.9188.5874989533704,-1,-1,6.0.82.374693.69.4.0.1.30826153313.6062918913594.8,-1,-1,5.1.62.192595.78.4.0.0.520410648090162.7860549740712.2,-1,-1,9.2.09.859556.02.7.3.0.73863299469.9392471895461.6,-1,-1
8085,2.6.729.547348.2.938.0.5899708050.7896632864.612973,-1,-1,9.0.98.179435.46.5.2.3.10493804670.8530762597528.2,-1,-1,0.7.86.763662.13.2.7.2.93761074797.6543593348602.3,-1,-1,7.6.314.286266.0.789.5.8476128324.8562270792.819871,-1,-1,7.4.135.341431.4.493.7.0424214924.3258002762.041367,-1,-1
8086,8.6.497.874083.7.965.4.4347209127.0000796824.277491,-1,-1,5.9.780.632565.8.586.3.0492164677.8912641427.48236,-1,-1,3.5.41.598999.76.3.7.5.34274733142.7786016716251.6,-1,-1,1.3.629.686621.4.751.8.3712948454.0059244730.721892,-1,-1,5.7.48.736140.59.2.1.7.40299451261.7581767459096.9,-1,-1
8087,9.5.11.616595.64.0.9.5.93101249712.9869458855717.2,-1,-1,6.5.79.027480.99.8.7.7.02994178271.5038354846572.3,-1,-1,5.8.87.156851.79.2.0.7.71284816736.5845805294791.9,-1,-1,8.4.90.213387.91.9.3.5.46797346135.2930523467868.0,-1,-1,3.1.45.575317.83.9.0.6.04243937423.0757278264497.9,-1,-1
8088,5.9.57.351457.13.304350524970.9124.5004810815505,-1,-1,2.5.17.206135.94.7.0.5.43133951686.3160862243190.1,-1,-1,4.3.12.956769.27.9.5.6.211691203060617.7133760701718.2,-1,-1,9.6.748.707141.2.882.8.9608259024.4696116339.141849,-1,-1,0.8.33.792072.28.9.0.7.40320428233.8636852999209.4,-1,-1
8089,3.9.38.217883.82.7.2.2.133246930123815.4932706591719.8,-1,-1,2.8.15.955806.13.1.5.4.91142840871.2895824940867.5,-1,-1,1.1.89.882629.03.9.1.0.58958363618.3571225850696.7,-1,-1,2.0.361.774485.8.825.2.6261575567.2404022840.988233,-1,-1,0.7.125.175951.8.305.9.7537830638.9647937251.988420,-1,-1
8090,7.6.354.025117.7.007.0.2690639578.7041444984.32962,-1,-1,5.0.94.748990.33.6.9.8.983594554681029.3798329599254.2,-1,-1,1.7.449.493723.3.980.7.2273214122.1911192591.073966,-1,-1,1.0.787.410022.1.981.6.3378410464.6661960053.710424,-1,-1,9.6.15.437308.02.1.0.4.948050371917815.1239958361399.4,-1,-1
8091,3.6.259.272129.4.032.6.3919889012.2367197325.628016,-1,-1,5.4.549.198710.8.935.9.7034756073.2135274966.397740,-1,-1,2.6.85.678553.59.3.8.1.98626271657.7030324553649.9,-1,-1,1.8.265.615031.5.332.2.0995430060.5372489921.717578,-1,-1,5.9.59.965207.98.6.4.9.41339587466.6194037576028.3,-1,-1
8092,2.4.59.996574.94.6.6.3.54662352674.7483790894326.4,-1,-1,7.8.714.783703.7.711.4.6978557536.7571983418.255599,-1,-1,7.8.370.951611.5.914.4.8424519327.1214312165.944189,-1,-1,4.8.47.272464.21.4.7.5.298452986044429.9111060510057.7,-1,-1,9.2.15.263567.65.8.7.5.46200997534.6232888261513.3,-1,-1
8093,5.5.32.394193.57.3.0.0.95494934831.8691663311286.3,-1,-1,0.1.39.306802.49.2.2.7.78408306481.0224114510544.9,-1,-1,5.9.488.345584.2.351.3.3843173474.8242908648.039303,-1,-1,9.6.921.964140.5.906.3.4606364507.2078666482.362625,-1,-1,9.2.159.550778.6.087.3.6589748245.8226122458.998509,-1,-1
8094,9.1.72.873256.58.3.9.5.80287404287.7992840248041.3,-1,-1,5.6.78.501398.41.8.9.7.74630763797.4001008737206.7,-1,-1,7.2.63.781786.95.0.0.2.207224803593954.8188170242099.0,-1,-1,3.2.48.100593.19.6.3.7.98151531522.4433189493906.3,-1,-1,2.0.920.844383.4.902.2.1401709145.8928528947.239813,-1,-1
8095,1.5.33.653110.12.4.8.4.42741115426.3449584906446.5,-1,-1,4.7.78.560927.77.0.5.5.61608744081.0355215942705.6,-1,-1,4.9.16.854674.42.2.1.9.82650534239.8278470469865.0,-1,-1,7.5.21.004124.29.9.7.2.209955302884261.1135110491043.1,-1,-1,8.0.79.321701.89.8.4.6.59048695571.6898713037810.5,-1,-1
8096,1.7.975.980462.0.183.5.5768766398.9413939554.632808,-1,-1,5.1.477.341399.9.138.4.8631741357.6259777721.517112,-1,-1,7.2.66.615213.75.1.5.4.96169152225044.1472110934115.6,-1,-1,9.0.39.079645.07.2.0.0.44817621316330.4988716843636.1,-1,-1,2.6.158.749800.9.952.7.4868827303.8205719699.045426,-1,-1
8097,6.2.207.476475.9.096.0.5538178688.2603507017.398123,-1,-1,5.6.055.024934.1.519.6.0385124067.7115662091.794801,-1,-1,1.1.40.230520.14.9.5.2.00903498973.5759979369878.8,-1,-1,3.3.120.359456.4.858.5.9731824833.6686323057.949631,-1,-1,5.9.14.537341.63.3.0.0.75735637269.0633273220999.9,-1,-1
8098,4.4.53.584716.77.4.7.4.04346816101.2548616744166.5,-1,-1,3.8.48.763308.51.2.6.4.10522153978.0848882967427.5,-1,-1,3.0.935.855767.5.397.5.8737907825.6937340105.928391,-1,-1,0.7.535.163195.0.318.9.8909765180.8390960429.664281,-1,-1,7.6.37.784503.11.8.4.6.92870225592.8434964559108.2,-1,-1
8099,5.4.36.133708.75.3.4.2.88568334095.2770852738310.7,-1,-1,8.5.157.406478.2.879.5.7527905237.1223938850.269443,-1,-1,8.5.550.282956.6.455.7.2310278543.2988913696.470187,-1,-1,4.9.841.149459.9.082.2.1567299185.6152364354.108525,-1,-1,1.0.60.408053.56.5.2.4.22690389733.9679141719445.1,-1,-1
8100,1.3.91.276116.27.7.1.0.17474124952.9230442478207.1,-1,-1,2.4.37.611790.94.4.8.9.56632872802.9317122083596.0,-1,-1,7.4.86.037778.41.0.4.1.111750064394106.9723248073379.6,-1,-1,9.6.066.646745.2.433.0.0471277311.8686253387.119523,-1,-1,3.9.28.546848.04.7.8.9.79722207655.2234438347969.5,-1,-1
8101,0.6.23.702711.47.4.3.0.89543422112.8343730062529.1,-1,-1,9.6.88.102282.71.6.9.5.07535446183.1011243291366.9,-1,-1,1.7.58.503812.44.3.1.4.025373719462102.0378334696562.1,-1,-1,4.6.052.262704.4.294.4.9314439881.8076352186.458707,-1,-1,6.2.82.612527.55.8.5.7.74130874327.9779394957924.2,-1,-1
8102,9.5.78.027193.05.0.6.3.40378410425.5165284273293.7,-1,-1,8.3.45.473690.65.4.4.2.17699104528.7102724820828.6,-1,-1,2.3.40.605643.74.2.7.1.961728166220908.0124748496166.9,-1,-1,5.9.861.222854.6.244.0.1644234085.5548169212.380738,-1,-1,3.4.42.951725.86.0.0.0.02629375114.7996187409020.1,-1,-1
8103,1.7.97.261227.39.2.9.3.769627541435883.2101206010694.5,-1,-1,3.3.95.464222.54.3.5.5.523850065663609.6347774017777.3,-1,-1,0.0.933.725930.7.026.6.6933776140.9712132488.745643,-1,-1,8.9.40.533128.45.9.4.5.46047533530.9016216163435.8,-1,-1,7.5.298.202237.7.982.9.4464466362.7022769682.869958,-1,-1
8104,8.8.78.507795.01.4.2.7.402058122762259.8513637387523.4,-1,-1,1.1.30.184710.48.2.2.2.91697668169.6487129048413.3,-1,-1,1.9.15.667864.95.0.3.4.285285159209767.0969930787587.6,-1,-1,3.2.301.652942.5.256.2.9719754140.2135688374.506995,-1,-1,1.9.654.664402.0.851.0.6277476522.3061074544.472506,-1,-1
8105,1.3.27.296272.38.6.3.7.07265389180.5032852009908.3,-1,-1,3.0.93.318842.91.5.4.2.940831407824836.9787497972260.5,-1,-1,3.6.91.820972.46.4.2.7.16754820560.3534916207802.0,-1,-1,1.3.49.350246.65.3.6.1.30882958694566.3130024702874.0,-1,-1,6.6.41.618060.57.4.6.5.27560727809.1527019024866.5,-1,-1
8106,4.2.33.903847.78.3.2.3.47292639835230.8844306980250.7,-1,-1,7.0.00.397140.75.5.4.7.06009451168.8054064353002.6,-1,-1,0.8.67.623925.39.8.8.4.519170652220430.3161834541093.7,-1,-1,5.1.28.867331.06.2.0.5.97109117561250.8491101740548.7,-1,-1,7.9.04.498779.17.4.9.7.590556816773683.0048925943524.1,-1,-1
8107,2.3.152.026967.8.763.5.0437615495.3099717850.293013,-1,-1,3.3.933.910756.6.340.4.7968871219.3078129624.065369,-1,-1,6.3.18.850426.32.7.7.6.36256362809.7310136484163.0,-1,-1,6.6.37.191914.04.2.3.9.26226801620.2823516119754.7,-1,-1,5.2.602.319752.7.193.5.9234404445.8325247383.619875,-1,-1
8108,6.2.25.969212.65.0.7.3.49836785995.5688397460914.4,-1,-1,5.0.06.078745.02.8.2.4.16179541576.7858463264727.6,-1,-1,0.5.73.979899.79.2.9.9.400008025024361.6719397106814.4,-1,-1,8.2.01.856625.20.1.1.4.47711314874.5808404146461.8,-1,-1,2.7.82.262296.74.6.2.7.75096703412.0835457751494.9,-1,-1
8109,1.6.89.802808.42.8.6.2.76255425135.0215814891204.7,-1,-1,6.1.30.595536.47.7.2.6.15454944017.7593274521495.8,-1,-1,0.1.680.929107.4.256.8.0610432710.8000508125.871439,-1,-1,5.7.71.286561.69.4.5.6.55288511339.8222232929374.0,-1,-1,8.6.103.995635.7.292.6.5019669344.3742844935.066058,-1,-1
8110,4.7.68.187659.28.8.7.1.247668570269561.9608744818872.3,-1,-1,6.3.80.813824.42.8.6.8.864314772174007.5733910050627.9,-1,-1,0.6.90.276677.70.5.3.8.305817354284570.9431117881232.4,-1,-1,9.5.27.390211.64.6.7.4.25012056138979.8560871916653.4,-1,-1,9.1.84.275025.75.0.9.6.05920221488.0548592303964.8,-1,-1
8111,7.5.22.481833.08.0.1.6.831353984279827.8235673893147.9,-1,-1,3.6.88.256068.54.5.5.2.57200582920.0738520276250.3,-1,-1,7.4.78.157425.78.4.6.2.57071259549.0900570866217.4,-1,-1,4.9.00.683533.50.7.9.4.780771725672654.5708307894145.4,-1,-1,1.1.47.104711.94.0.5.3.270139128309489.5234516861434.4,-1,-1
8112,9.2.88.028459.99.6.1.3.303617289066071.1141037989992.5,-1,-1,9.3.821.947633.9.358.0.1605734029.1126660360.94298,-1,-1,5.3.30.479141.46.8.5.8.53499078482.9274847619858.9,-1,-1,5.2.62.753040.35.5.9.4.89875056556.5728383825408.4,-1,-1,9.9.15.076668.13.9.3.9.343685948292116.1625796963291.5,-1,-1
8113,5.6.48.569249.39.0.0.7.58759312451.1438412538743.9,-1,-1,4.7.47.481098.86.1.9.0.459210327030058.0874870112172.7,-1,-1,8.6.96.764787.30.0.5.4.475668116609857.3182781131758.7,-1,-1,9.9.811.448594.0.998.4.9766773907.6826787710.133315,-1,-1,9.4.46.104624.28.2.5.7.24041628901.6220135814679.4,-1,-1
8114,3.6.68.465794.50.3.0.1.02053960281.0189627192606.5,-1,-1,1.7.783.423168.0.116.3.7183321861.6598033704.024255,-1,-1,4.0.358.313601.3.364.5.4619999742.9754120892.925367,-1,-1,6.3.115.975202.4.624.5.4993266154.0976378615.467731,-1,-1,8.9.786.773439.5.262.5.0438999444.1157929038.181068,-1,-1
8115,5.7.95.562202.47.4.4.8.22976815100.6464644810968.1,-1,-1,7.9.81.936838.18.7.2.9.52695236288.9340884973975.9,-1,-1,1.9.03.687540.05.6.3.1.19387529400.9485393780602.8,-1,-1,7.2.07.800062.52.9.0.2.27945590540980.3635145555194.5,-1,-1,8.7.62.715963.19.2.5.4.74516157741.8664801695152.0,-1,-1
8116,2.6.00.897082.88.6.0.0.364543725077453.8902963647847.2,-1,-1,4.2.28.549777.10.2.7.4.58606644016.9716120232315.6,-1,-1,3.6.801.506303.2.919.2.5137002324.9524220495.341542,-1,-1,9.3.25.600779.28.0.5.0.157208823082805.4558218697593.9,-1,-1,6.4.50.732773.65.0.3.4.84438455369.3756264676599.8,-1,-1
8117,1.6.04.381929.30.5.5.5.09141735528867.9548163012310.7,-1,-1,4.2.24.035146.97.1.4.0.948870678649724.3560549967069.3,-1,-1,1.1.504.983037.6.847.0.0015912396.4881597136.045881,-1,-1,0.5.17.023011.12.0.0.2.07529077387.4763170388409.6,-1,-1,5.1.62.192595.78.4.0.0.520410648090162.7860549740712.2,-1,-1
8118,1.6.18.463083.94.9.7.1.142937670748951.2657196774167.6,-1,-1,5.4.08.438989.21.9.0.8.35950443478.1922423522983.4,-1,-1,3.3.885.263491.2.650.9.5260731428.2976726650.211007,-1,-1,1.0.83.751430.85.1.6.6.75759030520776.6947184425410.8,-1,-1,3.7.10.783476.35.4.8.5.35249999867.5512747055533.9,-1,-1
8119,4.7.16.330717.05.1.5.4.09826709960.4361136272501.5,-1,-1,9.8.139.790395.5.179.5.4077769756.6647136150.145485,-1,-1,5.3.19.562086.39.0.5.2.96976794923.8577480843168.6,-1,-1,0.6.69.297525.59.0.5.1.704901570922009.0814610592148.8,-1,-1,9.3.15.238473.63.7.2.8.65596086146.7416753368856.1,-1,-1
8120,6.4.99.166447.15.9.7.8.15535530322744.6910960267435.5,-1,-1,8.9.47.506524.89.174592784791.0965.8980000152580,-1,-1,5.2.90.489229.95.6.5.1.10558807493.5597324004321.8,-1,-1,1.8.13.593590.57.7.0.9.997733398083112.5901196946508.6,-1,-1,8.2.72.377155.97.333243564501.9373.7937261000252,-1,-1
8121,8.9.70.725948.56.3.9.8.14403357816.6208235266316.7,-1,-1,2.7.172.821815.7.769.3.0599404741.4474522707.376935,-1,-1,1.6.99.696841.64.1.7.9.563149992965202.0666693222045.5,-1,-1,7.3.04.096445.62.6.5.4.05740757416.2847179556067.2,-1,-1,6.8.22.890067.15.8.1.9.85411388061.4511080952730.4,-1,-1
8122,4.8.22.310561.33.8.2.4.345722215301215.6506753637402.2,-1,-1,2.6.106.499557.5.944.0.7724847520.8665720139.311870,-1,-1,8.7.43.628338.86.1.4.4.26315377570.1694843149817.3,-1,-1,7.1.46.508501.17.7.0.1.31890732487.4201434615478.1,-1,-1,5.2.18.285890.77.9.9.3.17747128496.9677016621916.6,-1,-1
8123,1.5.60.298431.01.7.6.2.181511221866992.3327927290333.8,-1,-1,6.7.20.105413.57.1.4.0.50752457130.8070821588782.3,-1,-1,3.4.06.218149.94.4.1.6.107897396152007.1180616471971.8,-1,-1,3.6.12.984780.16.9.2.8.17714326570.0744381485282.4,-1,-1,1.9.398.715678.5.082.0.1701842048.9741029715.201799,-1,-1
8124,3.6.21.410986.94.4.4.5.53466548235.4299194337816.6,-1,-1,3.3.955.228454.2.375.6.6817827875.1328570098.526492,-1,-1,8.5.81.490895.29.6.9.7.33653940099.2894670732881.4,-1,-1,5.3.27.960952.50.4.4.4.50074303379.3691649201896.5,-1,-1,1.2.144.073768.2.898.9.5478777354.4582218970.839704,-1,-1
